sentence,label
"The company also developed an HIV/AIDS awareness and communication program, training more than 50 staff members to ensure ongoing awareness on HIV/AIDS among staff.",3
"The committee views diversity broadly to include, among other things, differences in backgrounds, qualifications, experiences, viewpoint, geographic location, education, skills and expertise (including financial, accounting, compliance, corporate social responsibility, public policy, cybersecurity or other expertise relevant to service on the Board), professional and industry experience, and personal characteristics (including gender, ethnicity/race and sexual orientation).",6
"For instance, our polishing facility in the capital of Gaborone, Botswana provides skilled jobs, sustainable incomes and training and development.",3
"Our code governs the expected behavior of all employees and directors in applying our values of honesty, integrity, and fairness to everything we do at Prologis.",7
The committee is composed entirely of persons who qualify as independent directors under the corporate governance standards of the NYSE.,6
"This also gives us the freedom to develop those that show promise with an avenue to fast-track them to market when ready or move on when they don’ t. We are also giving employees tools such as mobile apps, augmented and virtual reality environments, and automated controls and sensors that provide real-time data to improve network operations, resilience and safety.",4
"Depending on the sector, greater weight may be applied to either Scope 1, 2 , or 3 emissions.",0
"Although we recognize each of our colleagues is on a personalized journey  our leadership development programs are designed to instill consistency across segments , build trust through meaningful relationships , and foster an environment for shared learning and collaboration .",3
"For example, we have implemented single-stream recycling at our New York properties and at the Prudential Center in Boston which has resulted in improved efficiency for our tenants and janitorial staff who collect the building waste and recycled material.",2
Ensuring that products are safe for consumers and manufactured in a way that meets appropriate quality and safety assurance standards and applicable regulations.,4
"In the third quarter of 2006, the IRS started an examination of our federal income tax returns for the years 2002 through 2004.",8
"At our distribution centers, we have begun assessing our waste , most of which is corrugated cardboard, and most of which is recycled .",2
"We rely on the Warrior Spirit of our Employees, who put these initiatives into action every day and provide feedback and ideas that continue to improve our fuel efficiency.",3
Responsible Supply Chains Topic: Customer Privacy Our IT department has implemented the necessary controls to ensure that the GDPR privacy requirements were met by Arista as part of normal business.,4
Pfizer’s senior leader D&I Engagement and Education process launched in 2007 with the introduction of a Leading Diversity and Inclusion (LDI) curriculum.,3
"He will obtain the approval of the Board of Directors before providing any consulting services, advice or service of any kind to any other company or organization that competes with us.",6
"Annually, we provide our employees with training on how to properly handle personal information and how to maintain the security and privacy of information when working with companies that provide services to us .",3
Making recycling options easy and accessible is key to these efforts.,2
"To help divert plastic, foam and other nonmetal materials (known collectively as “automotive shredder residue” or ASR) from landfill, we support the development and implementation of treatment technologies that make the actual recycling of ELVs more economically and ecologically viable.",2
"Upon hire and throughout their time in their role, each individual is required to complete training on the Code of Business Conduct and Ethics, as well as other topics including anti-bribery and corruption (to maintain compliance with the Foreign Corrupt Practices Act, or FCPA), ethics and anti-harassment.",7
"In March 2017, seven team members from our Amsterdam office working through Friends of Volunteers Initiative Nepal built latrines for Nepalese families, improving living conditions for some of the 57 percent of Nepal’s rural population without sanitary facilities.",5
"As we seek to understand the impact of the way energy demand is evolving, our Board, relevant board committees, and management consider a number of future energy and pricing scenarios to inform our strategic decision making.",6
Continuous Improvement describes an approach to business where employees are encouraged to use a set of standardized tools and processes to minimize costs and eliminate waste.,2
Additional benefit enhancements included amending our Vacation Policy to allow eligible employees to roll over a week of vacation each year and a Telecommuting Policy to allow employees to work up to two days per week from home.,3
"The team also works to maintain available free allocation for other water users, adhere to the necessary set-back distances and protect riparian habitat areas.",1
"Data / Customer Privacy is about an individual’s right to control, access, and have transparency regarding his/her specific information.",4
Nominations of candidates for election as directors may be made only by the Board of Directors or by a record owner of Common Stock.,6
"These investments have helped the Girl Effect impact tens of millions of girls across 20 countries in Africa and Asia through media programs, digital projects, and other girlfocused programming.",5
Each of our Directors attended at least 88% of the meetings of the Board and the Board Committees on which he or she served that were held during the time he or she was a Director in 2010.,6
"Subsequently, SERDC launched a 120-day process to define models to jointly engage in voluntary public-private partnerships to make strategic, one-time investments that sustain higher recovery levels by adopting proven municipal recycling program best practices.",2
Audit-related services included assistance with acquisitions and with responding to comments by the Securities Exchange Commission to reports by us under the Exchange Act.,6
The last year has seen a variety of events aimed at bringing biodiversity issues to the forefront for employees and other stakeholders.,1
"All products, whether they are new, modified, or expanded, are carefully reviewed by the Products and Services Risk Committee before release.",4
We believe that this leadership structure is appropriate for our Company because our Chairman of the Board and our Chief Executive Officer complement each other in their common objective of promoting the best interests of our stockholders.,6
"These amounts were partially offset by higher inventory levels resulting from business growth and West Coast port delays in North America, as well as lower Income taxes payable as a result of tax payments made in fiscal 2015 following the U.S. Unilateral Advance Pricing Agreement reached with the IRS in fiscal 2014.",8
"In 2020, one such scenario—green transformation—evaluated an accelerated renewables penetration scenario, driven primarily by decarbonization policies and public sentiment and its influence on our business.",0
"IPG understands the importance of training, particularly as it relates to ensuring a workplace that operates ethically and transparently and is also free from any type of harassment.",3
They serve as visual cues to help employees remember to look for high-energy hazards and then put direct controls in place.,3
Emissions data is updated and restated on an annual basis to reflect updates to ELC sites and GHG Protocol calculation methods.,0
"A core group of runners at Prologis has developed the Blazing Bones Trail Series, charity-focused running events that take place throughout the year across a variety of global locations.",5
Growth in the Asia Pacific segment was affected by the timing of iPhone and iPad product launches.,8
"Our policies provide explanations of the types of information we collect, how we use and share information, and generally describe the measures we take to protect the security of that information.",4
"Financial crime, and the crimes it supports, presents a fundamental threat to the integrity of the financial ecosystem and, with that, trust in the financial ecosystem.",7
"In compliance with DCNR-recommended resource protection and restoration measures, Williams is taking measures such as planting native trees and herbaceous cover, promoting forest growth through specialized restoration techniques and fencing habitats to protect engendered species.",1
"In 2017, the ESEN worked with Global Human Resources to transition the company to paperless pay stubs, significantly diminishing State Street’s paper waste.",2
"We have developed technologies and processes to use alternative water sources in our completion operations, including using recycled produced water and nonfresh groundwater.",1
"Environmental costs include payments for nuclear plant decommissioning, storage and ultimate disposal of spent nuclear fuel, disposal of hazardous materials and waste, remediation of contaminated sites and monitoring of discharges to the environment.",2
"Ghana: In Ghana, West Africa, our work with CARE in 20 cocoa-growing communities is helping improve food security, nutrition, health, youth education and livelihoods for smallholder farmers and their families.",5
"As a component of our Data Loss Prevention strategy, we have deployed a software solution that forces data classification of data files which designates the security requirements during transmission and creates traceability.",4
"Through the introduction of reusable bags, modifications to bag specifications and programs designed by market, we continue to make progress.",2
We measure our carbon footprint and seek ways to reduce it.,0
This has significantly improved the quality of effluent leaving our plant.,2
"In 2013, more than six million cans were collected, raising more than $130,000 for charities.",5
"In Ireland, we also partnered with Brookfield Renewables to purchase energy produced by its 28.8 MW Lisheen III wind farm based in Tipperary.",0
"For example, we support and engage with the Center for Integrated Seismicity Research at the University of Texas’ Bureau of Economic Geology, as well as with the TexNet project, a seismic monitoring program.",5
We believe it gives us the opportunity to create the most value for the company and our customers since Henry Ford scaled the Model T. But the change in our industry makes it even more important to stay true to the values that have defined our company.,7
"At our Rockaway site in New Jersey, Agilent employees, along with several local merchants and residents, quickly rallied and held a three-day bake sale and raffle that raised over US$2,700 for the victims of the attack.",5
"At Dec. 31, 2009, a 100-basis-point change in the benchmark rate on Xcel Energy's variable rate debt would impact pretax interest expense by approximately $5.4 million annually.",8
Our supply chain EHS programs and standards ensure that we purchase environmentally responsible materials and develop strategic relationships with environmentally responsible suppliers.,1
"Federal law on prescription drug imports reflects well-documented concerns about the safety of imported medicines, and the risk that many of these drugs will be unapproved, adulterated, contaminated, or counterfeit (see page 56 for more on counterfeit medicines).",4
"Sourcing 100% of our top 15 (by volume) wild-caught Sysco Portico Brand seafood species groups from fisheries that are certified by the Marine Stewardship Council (MSC), in MSC full assessment or in a comprehensive fishery improvement project (FIP), and source at least 85% of this top 15 volume from fisheries that are MSC certified.",4
"Our customers, our suppliers and Ball are focused on increasing recycling rates to save resources (pages 8-11).",2
"With our strong balance sheet in place, overlapping demand from the science and technology sectors in submarkets such as Mission Bay/SoMa and Cambridge, as well as strong rental rate growth across many of our key urban markets, we remain confident in our ability to deliver consistent and solid growth in FFO per share and NAV in 2015.",8
All of the covered executives are subject to the stock ownership commitment described above.,6
"The primary goal of the Partnership is to improve the quality of life for Permian Basin residents by partnering with local leaders to develop plans and projects that foster superior schools, safer roads, quality health care, affordable housing and a trained workforce.",5
So we piloted uses of recycled tin in select applications and brought them to scale.,2
"From 2002-2007, the Committee used Deloitte Consulting LLP as its compensation consultant.",6
"As an industry leader and respected partner to our clients, we will continue to play an active role in the privacy conversation by collaborating with industry peers to inform regulation, shape best practices, and continue to assess new and evolving technologies to drive continual improvement.",4
The executive committee did not meet during 2008.,6
Active community engagement teams at many of our locations take the lead in evaluating the needs of the community and identifying organizations the facility may partner with to deliver a lasting and meaningful impact.,5
Reported GHG is in tCO2e instead of tCO2.,0
"Our diversity helps us better understand evolving markets, connect with our global customer base, develop innovative solutions, and attract and retain outstanding talent.",3
"Currently, more than 80% of our executives are sponsors and participate in these BRGs.",6
"Once released into the atmosphere, ODCs rise into the stratosphere where they promote reactions that destroy the Earth’s protective ozone layer, allowing more harmful solar radiation (primarily ultraviolet radiation) to reach the Earth’s surface.",0
"As of the end of fiscal year 2021, 17 supplier facilities have received certification, of which 15 were Platinum status, the highest level of recognition by AWS.",3
The work done by the Alliance helps protect local companies that create jobs and make investments in our communities.,5
"Through employee match programs and other community investments, Agilent and the foundation provided $1.5 million in donations.",5
"Left: Dr. Vanda Andrade, medical director for Chevron’s Southern Africa strategic business unit, says Chevron’s efforts in the community have significantly reduced the transmission of HIV/AIDS.",5
"Although total waste produced, total chemical waste and total solid waste all declined over the last three years, from 2001 to 2002 they did not decrease at the same rate as net revenue.",2
The Safety and Compliance Oversight Committee held nine meetings during 2012.,6
"We joined other businesses, local governments and nonprofits in targeting reduction of our solid wastes material, such as paper, cardboard and scrap metal.",2
ProLogis’ Finance team in Poland demonstrates their enhanced recycling efforts as a part of the Green Path program.,0
"Since we began our formal D&I programs in 2005, IPG’s workforce demographics in the U.S. have changed dramatically.",3
"The Principles of Business Conduct apply to our officers, employees and Board members and cover all areas of professional conduct including conflicts of interest, confidentiality and compliance with law.",7
They agree to encrypt all sensitive and confidential information that is sent over a public network or transported on an external storage device.,4
Executive Sponsorships Our executive sponsorship program provides senior leaders an additional avenue to contribute to our culture of inclusion.,6
"Year-over-year, the U.S. dollar generally depreciated versus local currencies.",8
"In addition, absolute water consumption has decreased by 35% since 2006 and reduced 5% from 2017 to 2018.",1
"In 2011, we aim to increase the quantity of these materials recycled by 10 percent over our 2010 levels.",2
Chevron Management Institute (CMI) sponsors leadership and management skills training for nonprofit leaders.,5
"We achieved another year of profitability by staying true to the core principles on which we were founded—low fares, low costs, and dedication to the highest quality of Customer Service delivered with a sense of warmth, friendliness, individual pride, and Company SPIRIT.",7
A strong commitment to integrity is the right way to do business and is how we earn the trust and respect that are critical to our success.,7
The Estée Lauder Companies has already begun to substitute existing non-certified PKO derivative ingredients with Roundtable on Sustainable Palm Oil (RSPO) certified Mass Balance (MB) alternatives in some of our formulae.,4
"To date, we have procured over 175 million kWh of RECs from NC GreenPower, which, when combined with production from our Apple-owned photovoltaic and fuel cell projects, covers the data center ’s full load with renewable energy since its first day of operation in October 2010.",0
"As a user of energy, General Mills is focused on being as efficient as we can be.",0
"Through our solutions, we’re contributing to low power technological capabilities.",0
We will continue to focus on projects that protect lands with high conservation values.,1
"We also offer our U.S. employees a transit subsidy of up to $100 per month, and we grew our bus commute program in Santa Clara Valley and China to reduce the use of single-occupancy vehicles.",3
"It is expected to earn a LEED-NC platinum rating for green building design, the highest possible rating, joining the WHQ’s LEED-EB gold-certified Ken Griffey, Jr. building.",0
We have leveraged and expanded these processes to address newly emerging privacy regulations across the globe.,4
"Over the next 12-24 months, we aim to improve the waste diversion efforts across our pharmacy distribution operations.",2
The Public Policy and Environment Committee of the Board of Directors has overall responsibility for Global Citizenship at International Paper.,6
"This report contains forward-looking statements including, without limitation, statements regarding trends, seasonality and growth in, and drivers of, the markets we sell into, our strategic direction, our future effective tax rate and tax valuation allowance, earnings from our foreign subsidiaries, lease and site service income from Keysight, the impact of foreign currency movements on our performance, remediation activities, indemnification, new product and service introductions, the ability of our products to meet market needs, adoption of our products, changes to our manufacturing processes, the use of contract manufacturers and out sourcing, source and supply of materials used in our products, the impact of local government regulations on our ability to pay vendors or conduct operations, our liquidity position, our ability to generate cash from operations, growth in our businesses, our investments, the potential impact of adopting new accounting pronouncements, our financial results, our operating margin, our sales, our purchase commitments, our capital expenditures, our contributions to our pension plans, our strategic initiatives, our cost-control activities, timing of completion of our restructuring programs, timing of savings and headcount reduction recognized from our restructuring programs and other cost saving initiatives, continuation of service support to the NMR installed base, uncertainties relating to Food and Drug Administration (""FDA"") and other regulatory approvals, the integration of our acquisitions and other transactions, impairment of goodwill and other intangible assets, remediation of our material weakness, our stock repurchase program, our declared dividends, our transition to lower-cost regions, and the existence of economic instability, that involve risks and uncertainties.",8
The company has consistently funded at a level to allow full recovery of costs in these jurisdictions.,8
We are a strong proponent of global efforts to suppress illegal logging and trade.,7
"Consistent with GRI guidance on boundary setting, the data in this report covers all of Ford Motor Company’s wholly and majority-owned operations globally, unless otherwise noted.",6
"We continuously collaborate with our customers and within our teams to discover and apply safer, better, faster and more cost-efficient ways to provide the services our customers value.",3
The company publically displays human Rights and Labor Policy.,3
"For Nasdaq office space water consumption, where the only data available was aggregated for the entire building, the Nasdaq portion of the water was calculated based on the percentage of Nasdaq occupied space within the building.",1
"Combined with our successful track record of sustainable development, we are poised to deliver for our customers and investors the next generation of innovative low-energy and net-zero energy buildings in the years to come.",0
"Other than circumstances in which we are legally required by contract or otherwise to provide third parties with the ability to nominate directors, the NCG Committee will evaluate all proposed director candidates that it considers or who have been properly recommended to it by a securityholder based on the same criteria and in substantially the same manner, with no regard to the source of the initial recommendation of the proposed director candidate.",6
"Under our EHS Management System, we regularly conduct thorough reviews of our operations, our waste management and recycling partners and our supply base .",2
"FIN 48 prescribes a comprehensive model for how a company should recognize, measure, present, and disclose in its financial statements uncertain tax positions that the company has taken or expects to take on a tax return.",8
We are particularly committed to the economic well-being of the communities where we operate.,5
One of the core elements of our environmental policy is the conservation of natural resources.,1
Our commitment to net zero Scope 1 and 2 GHG emissions includes increasing our investments in power purchase agreements with renewable energy developers .,0
We also offer services and products to help income-qualified customers reduce their energy use and ultimately lower their bills.,0
The response is a function of utility company electricity generation efficiency and power line losses.,0
"In addition, we created a resource library for middle management called ‘Setting the Right Tone.’ This library is refreshed a minimum of three times a year, and includes e-learning modules, posters, pamphlets and other tools to help managers model and explain the ethical and legally compliant behaviors expected of all employees.",5
"As needed, Workforce Planning provides enterprise-wide analyses and models potential operational scenarios for nearand long-term workforce planning discussions and decisions.",3
"For this reason, information security and data privacy are highly material issues for us, and point to the importance of our need to actively manage and be a leader in the secure and responsible use of consumer data.",4
"That’s the number of gallons of water saved each year by improving the glass jar washer on our Old El Paso line in Hannibal, Mo.",1
"Cholmondeley also serves on the audit committees of Dentsply International Inc., Albany International Corp., Minerals Technologies Inc. and Ultralife Batteries, Inc., each of which is a public company.",6
"Thousands of units are tested during product development, and the results of each test inform the next round of design.",4
"As part of our commitment to giving something back to those who serve our country, Humana Government Business serves as a sponsor of the nonprofit Operation Comedy National Comedy Tour.",5
We reuse and recycle materials needed to run our business and sell our products.,2
"Our products are designed for a long lifetime of use, reuse and recycling.",2
We firmly believe that directors elected for three year staggered terms are just as accountable to our stockholders as they would be if elected annually.,6
Management teams have had an important role to play in maintaining the morale of the workforce.,3
"In this regard, the committee meets periodically with management, the internal auditors and external auditors.",6
"In 2012, 2011 and 2010 we recorded a net reversal of valuation allowances of $57.3, $32.9 and $2.4, respectively.",8
"Based on these insights, programs were established to encourage consumers to recycle more “on the go” (www.everycancounts.co.uk).",2
"Payments to international officials or parties for the purposes of obtaining or retaining business is strictly against Chevron policy, even if refusal to do so may cause the company to lose business.",7
Helping customers to reduce carbon emissions from their natural gas use The building sector — homes and businesses — is currently a much lower source of greenhouse gas emissions compared to other sectors of the economy.,0
"There are many benefits to adding the -800 to our fleet: over 20 percent more seating capacity compared to the -700 ; enhanced onboard comfort; more economical longhaul flying with lower overall unit costs; better scheduling flexibility in high-demand , slot-controlled , and gaterestricted markets; and its superior economics make near-international destinations more attractive to Southwest.",4
"Cash, Jr. was first appointed to this role in 2013, when James W. Breyer, the Independent Director who previously served in this capacity, retired from the Board.",6
"Under the 1992 Plan, compensation deemed paid to an executive officer when he or she exercises an outstanding option under the Plan will qualify as performance-based compensation which will not be subject to the $1 million limitation.",6
Most other features of Distribution Corporations service remain largely unchanged.,8
We secure our network and limit access to consumer information within the company to those who have a business need.,4
"The Nomination and Governance Committee shall monitor compliance with the Code of Conduct, the Code of Ethics for Financial Professionals and other internal policies and guidelines.",7
The compensation committee approved the funding of a bonus pool with respect to this incentive fee in August 2013 in the amount of $5.3 million.,6
Integrating clean energy and reducing carbon emissions today Thanks to low cost natural gas we’re reliably integrating high levels of wind and solar energy on the power grid and retiring coal units.,0
"See Note 15, ""Segment and Geographic Information"" to the consolidated financial statements in Part II, Item 8 of this Annual Report on Form 10-K for a reconciliation of total EBITDA to Income from Continuing Operations.",8
"To that end, and as part of our commitment to the UN Global Compact, two of our five prioritized Sustainable Development (SDG) Goals align with the education and workforce development focus of State Street Foundation: SDG 4 (Quality Education) and SDG 8 (Decent Work and Economic Growth).",5
Agilent is unaware of any complaints regarding breaches of customer privacy or loss of data.,4
"The preliminary cost estimate is $74 million, of which $39 million is related to expansion and the remainder is for replacement.",8
See Item 2--Properties for more information regarding the transmission and distribution lines.,8
"Prior to the merger, FW Cook was engaged by the compensation committee of the Trust to advise them on executive and trustee compensation matters.",6
"In coordination with the Ethics Advisory Panel, subject matter experts and internal audit team, we conduct an annual risk assessment to review compliance with our ethics policies.",7
"In 2020, 54% of land owned, leased and operated by Williams was within or near areas of protected conservation status or endangered species habitat, as determined by International Union for Conservation of Nature (IUCN); Ramsar Wetlands of International Importance; United Nations Educational, Scientific and Cultural Organization World Heritage Sites; and U.S.",1
"The paint shop uses the most water of any area in the plant, so HSAP made improvements to the phosphating (anti-corrosion and adhesion) technology and optimized water use in the phosphating tanks and cooling towers.",1
We encourage employees to seek advice in dealing with ethical dilemmas and to report any suspected or actual wrongdoing.,7
"Over the last five years these efforts have enabled us to reduce related energy consumption by more than 26.5 million kilowatt hours of electricity, resulting in a reduction of over 10,353 metric tons of carbon emissions.",0
"In 2011, our Women’s Development Fund supported four projects in poverty-stricken counties, including: fresh corn planting of Wanquan County, Hebei $23,000; dairy cow and pig farming of Xian County, Hebei $23,000; pig and chicken farming of Pucheng County, Shanxi $54,000; and chili pepper and ginger farming of Huayuan County, Hunan $46,000.",5
We believe shareholders are entitled to know how their company is spending its funds for political purposes.,7
"These types of projects Thermo Fisher has invested in set off a chain of events—first by growing businesses that have diverse head-counts, next by indirectly supporting diverse subcontractors and finally by benefiting underserved communities.",5
They can be unexpected and brutal and have a devastating impact on communities and business operations.,5
"For over a decade, employees from around the world have been uniting for our “One-in-a-Million” one-day walking event, which serves as the kick-off to our annual employee health and fitness month while demonstrating the importance of daily physical activity.",3
"As of December 31, 2017, the weighted average CLTV ratio and FICO score for the home equity portfolio were 57% and 760, respectively.",8
Approximately 80% of Agilent's site energy footprint is reported from the sites that are included in its annual analysis of energy use and carbon emissions.,0
"We were inspired by the collaborative approach of the Chyulu Hills Conservation Trust, a coalition of community members, government agencies and local NGO partners including the Maasai Wilderness Conservation Trust (MWCT).",5
This framework will formalize our global water stewardship efforts and outline a clear strategy for further engagement and conservation in our operations and along our value chain.,1
"As of our annual step-one goodwill and indefinite-lived asset impairment test on April 1, 2014, the fair values of our reporting units and the fair values of our indefinite-lived intangible assets substantially exceeded their respective carrying values.",8
"Our Chief Risk Officer, corporate risk management, and credit administration oversee the company ’s risk-taking ac tivities and assess risk independently of the business units .",6
"The Government segments benefits ratio for 2006 was 85.0%, a 190 basis point increase from 2005 of 83.1%.",8
Supported proposed legislation with the Campaign for Smokefree Air to help make Michigan the 30th US state to protect citizens from exposure to secondhand smoke.,5
"Waste, recycling, and compost data is collected or estimated for all Apple facilities, including Apple Retail Stores.",2
The effective income tax rate for fiscal 2012 was 31.8% as compared with 31.4% in the prior year.,8
Named executive officers other than the CEO have no role in setting pay for executive officers.,6
General Mills maintains a comprehensive system of controls and processes to ensure the highest level of product quality and safety.,4
All aluminum beverage can plants have wastewater treatment systems.,2
"In 2019, three of our mills were located in basins considered to a have “high” level of baseline water stress per WRI Aqueduct, all drawing from surface sources and comprising about 7.5% of our mills’ total water intake.",1
Another way we reach the public with safety information is through advertising campaigns in English and in Spanish and electrical safety community outreach events.,5
"The quantity in metric tons of carbon dioxide equivalent greenhouse gas emissions during the period February 1, 2016 to January 31, 2017.",0
"Coordinating – Additional staff members increased the ability of food banks to coordinate donations and make arrangements to gather and distribute food more widely, especially in areas with high concentrations of poverty.",5
Any potential violations of State Street policy or law are promptly handled pursuant to the Global Conduct Standards Policy.,7
We have adopted one version of our code of conduct for our employees based in the United States and another version for our employees based in international locations (in multiple languages) in order to accommodate differences in legal requirements and cultural practices.,7
"We’ve completely covered the cost of COVID-19 testing, treatment and vaccines for employees and dependents through our AT&T health plans.",3
EXECUTIVE INCENTIVE BONUSES: TO MOTIVATE YEAR-TO-YEAR Annual bonuses motivate executive officers and reward them for good performance.,6
"The original 6.001% junior subordinated debentures, which qualified for inclusion in tier 1 regulatory capital as trust preferred securities, were canceled as a result of the remarketing transaction.",8
The company intends to continue to measure pay equity on an annual basis and to publicly release results.,3
"More than 7,000 employees have recorded over 250,000 blood pressure and weight readings since 2009.",3
"In addition, on March 22, 2002, Synopsys received a letter from the Irish antitrust authority indicating that it would not raise any challenges to the merger.",7
Both of these segments delivered double digit operating margins in the fourth quarter of 2012.,8
"We understand that water is a fundamental, shared resource and is vital to the grow th and development of our communities and to other industries, agriculture and ecosystems.",1
"We’re protecting and restoring 27,000 acres of mangrove forest in Colombia.",1
"We again expanded our Environmental Testing Lab, where our chemists and toxicologists look for any potentially harmful substances in our products.",4
"The Risk Executive Committee establishes risk limits, approves risk policies, and assigns responsibilities regarding the oversight and management of risk and monitors risk levels.",6
"NIKE sees waste as a resource that can be harnessed to ignite innovation along our entire value chain, rather than something to be discarded.",2
"Generally, Section 162(m) of the Code does not allow publicly-held companies like NASDAQ OMX to take a tax deduction for compensation that is paid to the CEO and the three other most highly compensated executive officers (other than the principal financial officer) to the extent such compensation exceeds one million dollars per officer in any year.",6
"Annually, our company leaders – from managers upward, approximately 14 percent of our employees – must attest to compliance with our Code of Conduct and business conduct policies.",7
"Specific to COVID -19, we established a $5 million global relief fund to support nonprofits, hospitals and organizations that are focused on public health and safety, as well as access to food and economic recovery.",5
Information from these calls is then communicated to Wal-Mart’s Global Ethics Office for investigation by the Ethical Standards team.,7
"On April 30, 2004, Citigroup completed its tender offer to purchase all of the outstanding shares of KorAm Bank (KorAm) at a price of KRW 15,500 per share in cash.",8
"Although rare, pipeline accidents, including ruptures, can and do occur, in which case our Midstream Segment has implemented an ongoing program to mitigate the potential effects by installing remote control valves (“RCVs”) to protect higher populated areas.",4
"Together with Cleco, we will help to reduce air pollution while helping to provide reliable, renewable energy generation.",0
"The accompanying financial statements reflect management's best estimates and judgments of the impact of these factors as of Dec. 31, 2008.",8
Some examples of our efforts in this area include: More than 98 percent of our U.S. office consumables contain post-consumer recycled content (PCR).,2
"We are expressly committed to conducting our business in a socially responsible and ethical manner that protects safety, health and the environment.",7
"These initiatives provide a forum to allow exploration and production companies to work together, cooperate and facilitate on key water issues, including responsible development through water sharing, alternative non-freshwater source research and development, infrastructure sharing and best operating practice discussions.",1
"We partner with the United Way, providing funding and employee volunteers to promote early literacy.",5
"To support this facility, we partnered with the local utility, the Salt River Project, to build the 50-megawatt Bonnybrooke solar array, which became operational in October 2016.",0
Waste is minimized and leveraged as a source of income and innovation.,2
"Throughout 2017, we donated a total of $300,000, and Employees volunteered hundreds of hours to support the Resilient Communities Initiative and projects in Phoenix, Atlanta, and Chicago through the Southwest Airlines Heart of the Community program.",5
AEP’s culture of Zero Harm continues to be our biggest strength.,7
"In 2018, A4A , our airline industry trade association, determined that $1,279,040 of the total dues paid by the Company to A4A were nondeductible lobbying expenses.",7
"The NIKE Code of Conduct requires that workers must be at least 16 years of age, or past the national legal age of compulsory schooling and minimum working age, whichever is higher.",7
"As noted, the Company settled the Hurricane Sandy claims as of December 31, 2013.",8
The quantitative goodwill impairment analysis is used to identify potential impairment by comparing fair value of a reporting unit with its carrying amount.,8
"In June 2009, AT&T unveiled its new, unified privacy policy, which replaced 17 separate privacy policies for various AT&T companies, products and services.",4
"Our culture is defined by our values of inclusion, integrity, innovation, impact and results.",7
Each director should comply with the letter and spirit of this Code of Conduct.,7
We’ve made safer materials a priority for our business—and used our procurement process to encourage our suppliers to follow suit.,4
We also donated books to the center’s library.,5
"In connection with this commitment, Citi is a member of RE 100 — a global initiative led by The Climate Group and CDP, which are both part of the We Mean Business coalition.",0
Pitney Bowes PAC contributions are funded exclusively through voluntary contributions from eligible employees who are U.S.,7
"That same material was categorized as hazardous waste under some regulations, making it difficult to ship and then return parts to the supply chain.",2
All of our final assembly sites now use these safer cleaners.,4
"Our formula for success is applying our Core Values with our People’s Warrior Spirit, Servant ’s Heart, and Fun-LUVing Attitude.",7
A secure destruction system would allow more mailers to take advantage of undeliverable mail destruction and promote more consistent recycling across the industry.,2
We collaborate with the National Fish and Wildlife Foundation to support sustainable forestry management through the Forestland Stewards program.,1
"AT&T’s operating companies had no significant enforcement actions (defined as those resulting in sanctions equal to or exceeding $100,000) in 2008.",7
"To achieve this , we donate our time, tickets , funds , and , most importantly, our LUV.",5
"For our Employees, we offer the freedom to pursue good health, make a positive difference, work hard and have FUN, and stay connected.",3
"The codes of conduct promote a company culture based on ethical behavior, integrity and responsibility.",7
"We fund IPM research, share results and work with our suppliers and conservation organizations to drive progress.",1
"For example, at our South Queensferry, Scotland, site we have a wildlife garden that continues to have visits from local primary school students.",5
"Executive officers may also participate in Synopsys' Employee Stock Purchase Plan,which permits participants to purchase a limited amount of common stock every six months at a discount.",6
"The American Red Cross helps vulnerable people and communities around the world prepare for, respond to, and recover from natural disasters , humanitarian emergencies , and health crises by mobilizing the power of the world’s largest humanitarian network , made up of more than 185 Red Cross and Red Crescent societies and more than 13 million volunteers .",5
The plastic box can be reused multiple times and requires no modifications to be made within the warehouse operations.,2
"From e-waste to copper telecommunications wire to office supplies, we’re working diligently to expand our waste management and reduction efforts so we can make a real impact.",2
Apple will continue to look at ways to reduce our consumption of water.,1
Violations of these rules will be subject to significant penalties.,7
"The Company adopted this new guidance on January 1, 2018.",8
"The order singles out specific electric equipment that poses risk to the power grid, the security or resilience of critical infrastructure, the economy, national security, or the safety and security of Americans.",4
One hundred percent of the Agilent sites participating in the giving campaign held community outreach programs.,5
Apache is committed to complying with all applicable state and federal rules pertaining to lobbying and disclosures.,7
"Our values shape the way our products are designed and delivered, how our operations and supply chains are managed and how we adapt to take on the tough social and environmental challenges of the 21st century.",7
STATEMENT OF SUPPORT: The role of independent auditors in ensuring the integrity of the financial statements of public corporations is fundamentally important to the efficient and effective operation of the financial markets.,6
The Advanced Grid system is designed to integrate several layers of cyber protection to ensure reliability and protect customer data.,4
This will ultimately make us a safer facility by adding the Ball programs that complement and strengthen our previous programs.,3
Citigroup is a provider of liquidity facilities to the commercial paper programs of the two primary Credit Card securitization trusts with which it transacts.,8
"Over the past two years, more than 300 company researchers and scientists have volunteered more than 20,000 hours to help solve technical issues at several African food processing facilities.",5
"The Committee also considers possible conflicts of interest of Board members and senior executives, reviews related person transactions, and monitors the functions of the various Committees of the Board.",6
"In 2018, we also implemented an Information and Data Disclosure (IDD) program, a multi-faceted solution to reduce data disclosures.",4
"When designing new buildings, we optimize energy efficiency through use of highefficiency lighting and heating, ventilation, and air-conditioning systems and through careful selection of windows, insulation, shading, and roofing materials to reduce heating and air-conditioning loads.",0
